crane_type,crane_capacity_kg,boom_length_m,boom_angle_deg,lifting_radius_m,hook_height_m,load_type,load_weight_kg,load_area_m2,wind_speed_ms,gust_speed_ms,wind_direction_deg,temperature_c,humidity_percent,air_pressure_hpa,visibility_m,rain_mm,crane_tilt_deg,operator_experience_years,risk_score,safety_status
Rough Terrain Crane,7000,37.3,56,19.9,31.7,Wind Turbine Blade,2732,26.9,4.1,4.8,334,41.1,74,1008.8,8644,9.0,0.05,18,27.74,Safe
Rough Terrain Crane,7000,43.6,39,22.3,27.8,Wind Turbine Blade,2579,23.67,1.5,1.9,112,30.2,55,1006.3,3830,1.5,0.11,28,20.37,Safe
Tower Crane,8000,54.5,55,45.1,46.3,Steel Beam,1930,2.08,4.5,6.1,71,9.7,43,1027.6,9535,3.6,0.59,30,18.94,Safe
Rough Terrain Crane,7000,33.5,39,11.1,19.6,Shipping Container,3046,15.86,9.6,12.4,217,13.6,38,1019.8,1708,0.0,0.73,16,34.24,Safe
Mobile Crane,5000,20.9,48,7.9,14.5,Steel Beam,2831,3.49,7.4,8.8,93,18.5,42,1023.7,5407,0.0,0.13,16,27.04,Safe
Rough Terrain Crane,7000,50.3,53,36.7,41.0,Steel Pipe,755,2.62,8.7,11.8,16,25.2,47,1012.6,678,5.2,0.12,13,25.9,Safe
Rough Terrain Crane,7000,48.8,54,29.5,40.8,Steel Pipe,1231,3.69,9.2,10.2,47,21.1,41,1023.4,7060,0.0,0.01,20,22.96,Safe
Tower Crane,8000,48.8,36,36.7,30.6,Concrete Block,4344,2.38,6.5,7.9,334,27.1,73,997.4,6586,4.9,0.3,21,28.74,Safe
Rough Terrain Crane,7000,31.8,31,11.4,15.8,Machinery,914,3.44,7.7,8.5,54,-1.7,26,1024.0,5564,0.0,0.64,7,20.95,Safe
Mobile Crane,5000,39.2,27,16.9,16.1,Steel Beam,2809,3.96,3.0,3.7,24,10.7,64,990.4,6343,0.0,0.14,25,19.09,Safe
Crawler Crane,12000,87.9,57,35.8,74.7,Machinery,1330,6.22,10.4,11.3,208,39.8,89,994.5,2960,0.0,0.07,1,26.17,Safe
Rough Terrain Crane,7000,41.7,27,19.2,17.5,Precast Wall,1322,11.2,1.1,1.2,118,39.2,43,1024.6,3138,4.9,0.62,17,14.96,Safe
Crawler Crane,12000,62.4,33,30.4,33.4,Wind Turbine Blade,1581,28.36,4.5,5.9,198,7.0,34,1033.1,9788,0.5,0.01,21,21.42,Safe
Rough Terrain Crane,7000,28.4,25,10.7,13.5,Concrete Block,3043,1.19,4.3,5.0,151,3.1,60,1015.9,6289,3.9,0.68,3,22.33,Safe
Tower Crane,8000,47.2,74,26.1,47.3,Steel Pipe,2110,4.6,4.7,5.2,63,43.6,87,991.8,5196,6.7,0.06,13,19.94,Safe
Rough Terrain Crane,7000,55.0,68,20.4,50.5,Machinery,2330,2.5,2.7,3.2,230,8.1,30,1017.9,1434,0.0,0.2,24,14.16,Safe
Mobile Crane,5000,41.0,60,12.5,36.9,Steel Pipe,1839,2.63,5.9,7.0,37,6.2,84,1020.1,6216,0.7,0.32,15,20.2,Safe
Rough Terrain Crane,7000,47.5,54,17.1,37.1,Concrete Block,4757,2.92,1.4,1.7,221,5.0,67,992.9,6110,0.7,0.09,20,18.54,Safe
Rough Terrain Crane,7000,32.4,72,18.2,29.9,Steel Beam,2732,1.47,2.9,3.5,327,5.7,97,991.4,6730,0.0,0.09,2,19.19,Safe
Crawler Crane,12000,79.5,55,33.2,64.0,Steel Beam,2232,1.81,10.6,13.5,42,2.1,60,1008.2,5387,3.1,0.1,28,23.37,Safe
Rough Terrain Crane,7000,55.5,58,23.2,48.6,Shipping Container,1720,10.74,6.7,9.1,175,43.2,63,997.4,6222,0.0,0.25,14,23.18,Safe
Rough Terrain Crane,7000,41.6,69,30.4,40.7,Wind Turbine Blade,2226,28.69,4.5,5.6,5,23.0,50,993.5,9977,0.0,0.24,20,28.19,Safe
Mobile Crane,5000,29.7,71,21.0,29.0,Machinery,858,2.9,6.3,7.6,75,20.0,65,995.1,7158,5.7,0.28,9,22.44,Safe
Tower Crane,8000,79.5,33,51.6,43.9,Concrete Block,1149,1.44,9.4,13.1,215,29.8,46,1017.0,4041,0.0,0.04,12,25.21,Safe
Mobile Crane,5000,48.6,68,30.0,43.1,Machinery,866,3.81,3.8,4.4,63,30.0,83,1008.6,6262,0.0,0.06,12,16.09,Safe
Rough Terrain Crane,7000,43.3,73,21.0,43.1,Precast Wall,2754,7.61,12.9,16.0,83,22.1,73,1002.8,7667,0.0,0.42,21,34.67,Safe
Crawler Crane,12000,75.1,31,63.6,39.9,Concrete Block,1367,2.3,6.5,8.2,210,0.2,94,994.5,7776,0.5,0.13,17,20.47,Safe
Tower Crane,8000,66.7,51,27.8,52.9,Wind Turbine Blade,1734,17.93,6.9,8.4,63,12.5,84,1008.6,6984,0.0,0.11,1,26.41,Safe
Crawler Crane,12000,79.1,57,36.1,67.9,Steel Pipe,1559,5.35,15.8,21.0,212,28.7,25,1030.5,7292,1.9,0.47,2,36.96,Warning
Tower Crane,8000,41.0,75,20.7,40.9,Machinery,2172,3.02,6.4,8.0,220,7.1,75,998.7,6944,0.0,0.35,27,19.39,Safe
Tower Crane,8000,72.1,61,38.6,64.8,Wind Turbine Blade,2991,17.61,5.0,6.8,264,2.9,54,994.5,2569,0.9,0.03,17,26.23,Safe
Tower Crane,8000,65.3,75,33.7,64.1,Steel Pipe,951,5.79,6.2,7.0,47,-3.7,26,1018.3,3007,1.8,0.34,1,21.7,Safe
Tower Crane,8000,62.9,26,44.6,26.1,Precast Wall,3598,9.42,6.1,7.2,122,27.6,53,1003.4,9272,0.0,0.28,27,25.84,Safe
Mobile Crane,5000,41.8,75,21.2,39.4,Steel Beam,1626,1.25,8.8,9.7,11,26.9,99,1029.0,2317,2.9,0.09,15,25.84,Safe
Tower Crane,8000,44.3,43,19.7,28.9,Concrete Block,3024,2.69,11.9,16.3,106,14.5,87,1025.8,7278,0.6,0.15,3,33.46,Safe
Rough Terrain Crane,7000,58.6,29,24.4,28.1,Machinery,3395,7.45,13.9,18.5,92,9.9,47,1019.7,1015,4.4,0.18,4,41.81,Warning
Crawler Crane,12000,89.7,55,76.0,73.9,Steel Beam,1148,2.57,6.6,7.5,62,4.6,28,1014.1,8986,0.0,0.05,17,19.53,Safe
Mobile Crane,5000,26.5,48,9.6,18.6,Machinery,1367,3.32,3.3,4.3,64,8.4,86,999.0,2006,0.0,0.61,12,16.98,Safe
Crawler Crane,12000,63.4,56,34.2,54.3,Glass Panel,456,7.38,5.9,7.6,143,43.1,38,1016.3,5605,9.1,0.12,6,19.99,Safe
Mobile Crane,5000,48.6,56,26.2,40.1,Steel Pipe,1605,4.49,9.9,12.5,219,5.0,70,1006.8,1552,0.8,0.29,15,29.83,Safe
Mobile Crane,5000,46.7,57,20.5,38.8,Machinery,2431,2.18,9.3,10.4,165,16.5,48,1006.1,1690,2.2,0.65,7,32.16,Safe
Crawler Crane,12000,58.6,74,27.7,54.4,Steel Beam,1847,1.64,12.4,15.5,164,39.9,96,993.0,5146,0.4,0.15,20,27.04,Safe
Mobile Crane,5000,35.8,31,21.8,19.3,Concrete Block,3350,2.79,9.7,11.6,222,10.9,65,998.9,1313,4.5,0.14,26,34.95,Safe
Rough Terrain Crane,7000,42.5,42,22.6,26.9,Shipping Container,3963,12.61,10.5,12.4,295,-3.9,27,1019.0,9933,2.8,0.68,1,39.73,Warning
Rough Terrain Crane,7000,35.0,50,11.2,26.9,Steel Beam,1881,2.93,6.9,7.4,48,36.5,78,1022.5,5000,6.9,0.13,11,21.09,Safe
Crawler Crane,12000,60.0,60,43.6,51.9,Steel Beam,2111,1.9,7.9,11.0,252,37.4,40,1027.9,2183,0.0,0.32,1,26.97,Safe
Mobile Crane,5000,21.4,25,8.1,11.0,Wind Turbine Blade,1963,17.55,4.2,4.7,188,35.8,93,1034.5,1360,4.4,0.04,9,25.29,Safe
Tower Crane,8000,44.4,44,15.2,30.2,Wind Turbine Blade,2052,25.48,4.0,5.5,298,18.0,41,1004.4,2924,3.9,0.35,25,22.9,Safe
Rough Terrain Crane,7000,47.3,67,17.4,43.7,Precast Wall,3708,8.43,4.1,4.7,247,6.3,58,1024.5,1856,2.5,0.41,12,24.86,Safe
Mobile Crane,5000,39.8,72,30.7,38.6,Concrete Block,4980,1.99,2.7,3.0,343,5.8,74,998.5,2212,3.4,0.43,11,34.06,Safe
Mobile Crane,5000,44.4,73,26.2,43.9,Steel Pipe,2159,4.62,7.3,9.8,54,40.7,53,1031.3,6817,2.8,0.33,15,27.9,Safe
Mobile Crane,5000,43.4,37,14.7,25.8,Steel Pipe,718,2.59,6.8,9.2,56,7.0,83,998.4,968,0.9,0.06,16,18.2,Safe
Rough Terrain Crane,7000,37.3,32,30.2,18.1,Wind Turbine Blade,1934,17.26,2.0,2.5,260,11.7,81,1002.3,2102,0.0,0.29,2,24.65,Safe
Rough Terrain Crane,7000,50.6,52,20.6,38.6,Shipping Container,3933,12.21,1.8,2.3,265,16.7,31,1019.1,2319,0.0,0.11,8,22.95,Safe
Tower Crane,8000,42.1,27,25.9,18.1,Concrete Block,2128,1.45,9.0,11.4,207,14.6,37,999.9,4895,1.1,0.38,16,26.47,Safe
Mobile Crane,5000,25.1,38,12.3,14.6,Steel Pipe,312,2.38,4.2,5.1,358,26.1,64,1028.4,4409,1.0,0.05,6,14.25,Safe
Crawler Crane,12000,74.1,35,29.9,44.1,Shipping Container,1552,15.33,8.8,10.6,10,3.9,58,1029.7,3297,0.5,0.22,22,24.64,Safe
Tower Crane,8000,63.8,55,39.6,52.2,Glass Panel,683,6.88,1.9,2.5,290,29.0,62,1027.6,9106,0.0,0.03,17,11.07,Safe
Mobile Crane,5000,42.6,74,15.0,40.2,Machinery,2653,4.94,3.6,4.2,279,7.9,87,1001.4,8016,3.6,0.01,1,22.37,Safe
Crawler Crane,12000,55.1,46,43.5,40.7,Precast Wall,1461,6.89,11.4,14.0,327,-4.0,77,1028.5,2820,3.5,0.14,12,31.69,Safe
Rough Terrain Crane,7000,26.1,61,18.5,24.7,Machinery,1645,6.47,4.4,4.9,193,26.9,60,1029.5,9427,0.0,0.16,29,17.08,Safe
Rough Terrain Crane,7000,59.6,58,23.6,52.2,Machinery,2156,4.35,7.1,8.5,141,10.5,30,1016.1,6124,1.2,0.28,27,20.65,Safe
Tower Crane,8000,57.3,54,35.0,47.5,Machinery,1981,2.66,4.7,4.9,350,2.4,44,1013.5,5247,0.0,0.3,20,17.97,Safe
Mobile Crane,5000,29.1,43,9.8,19.0,Precast Wall,1167,6.52,10.4,13.9,63,-2.3,64,990.2,6271,0.0,0.26,22,25.65,Safe
Tower Crane,8000,42.0,33,20.7,22.0,Shipping Container,1852,15.71,6.6,7.3,100,16.6,35,1003.1,1026,0.0,0.26,16,25.28,Safe
Crawler Crane,12000,52.4,68,34.1,48.3,Concrete Block,4657,1.52,7.5,8.7,159,3.7,80,1020.6,5783,3.4,0.09,26,24.47,Safe
Mobile Crane,5000,40.5,37,17.7,24.0,Glass Panel,508,8.44,9.2,10.6,321,18.1,48,1006.9,7658,1.7,0.61,4,25.57,Safe
Mobile Crane,5000,35.8,69,16.9,35.2,Machinery,2718,4.13,6.0,7.3,210,18.1,96,991.2,7396,2.2,0.05,3,27.23,Safe
Mobile Crane,5000,38.5,44,28.2,27.1,Machinery,1321,5.73,3.9,5.3,150,-2.3,75,995.7,597,0.0,0.19,15,21.16,Safe
Rough Terrain Crane,7000,54.4,30,18.0,28.5,Concrete Block,2365,2.19,2.7,3.6,289,19.1,67,1028.9,2489,0.0,0.25,24,13.82,Safe
Tower Crane,8000,68.1,58,25.8,58.7,Precast Wall,1558,6.56,8.2,10.5,79,10.0,64,1022.4,605,0.0,0.2,26,21.85,Safe
Rough Terrain Crane,7000,46.8,37,17.0,26.2,Concrete Block,3129,1.19,4.0,4.5,242,-3.8,89,1010.0,1411,0.0,0.25,30,17.17,Safe
Tower Crane,8000,52.0,55,43.7,43.9,Steel Pipe,2098,5.44,9.5,12.0,221,2.3,27,998.3,4443,0.0,0.54,6,32.61,Safe
Mobile Crane,5000,34.3,43,15.8,21.8,Precast Wall,2504,9.67,2.3,2.7,357,35.0,84,1008.8,7460,0.0,0.05,5,21.42,Safe
Tower Crane,8000,51.3,32,31.3,25.2,Steel Pipe,439,4.58,9.5,12.9,317,17.2,70,1033.3,8166,4.1,0.0,29,21.28,Safe
Rough Terrain Crane,7000,34.7,35,17.2,21.3,Glass Panel,557,13.22,10.4,12.8,262,-1.9,44,1005.8,9726,3.6,0.16,11,27.23,Safe
Rough Terrain Crane,7000,50.0,75,18.9,49.4,Steel Pipe,1913,2.27,4.8,6.5,247,13.8,85,1017.3,3455,0.8,0.79,19,18.59,Safe
Crawler Crane,12000,46.5,45,29.0,33.2,Wind Turbine Blade,1638,15.67,4.9,6.6,81,6.6,38,1012.5,8305,5.3,0.48,11,23.07,Safe
Mobile Crane,5000,49.4,71,36.4,45.1,Shipping Container,4482,17.14,0.5,0.7,215,41.1,32,1017.5,2375,2.6,0.04,2,33.57,Safe
Tower Crane,8000,57.7,48,36.6,44.2,Shipping Container,2815,10.86,7.3,8.8,68,44.4,98,1015.0,3706,1.3,0.26,9,29.57,Safe
Rough Terrain Crane,7000,40.3,43,17.1,28.5,Wind Turbine Blade,3166,22.93,4.2,5.6,44,24.1,37,999.2,2802,1.6,0.11,29,25.54,Safe
Tower Crane,8000,54.4,51,33.3,43.7,Machinery,1559,6.09,7.1,9.8,328,21.4,49,1027.5,9844,0.6,0.06,27,20.23,Safe
Rough Terrain Crane,7000,42.5,47,27.2,31.3,Shipping Container,1775,13.51,12.4,15.7,36,23.5,41,1025.2,5386,0.0,0.21,4,37.18,Warning
Tower Crane,8000,59.9,28,37.8,27.4,Glass Panel,1041,13.52,5.5,7.6,128,14.5,70,993.1,3086,0.0,0.17,10,22.99,Safe
Tower Crane,8000,61.4,40,47.2,41.2,Steel Pipe,1935,4.47,4.8,6.0,56,24.1,58,1019.4,1028,4.7,0.1,11,22.96,Safe
Rough Terrain Crane,7000,34.1,46,26.9,22.8,Glass Panel,760,12.53,9.6,11.2,339,40.6,32,1000.6,1694,2.9,0.14,26,28.18,Safe
Tower Crane,8000,53.8,29,44.2,26.5,Concrete Block,4635,2.1,5.6,7.7,138,31.2,38,991.6,8816,0.2,0.31,8,29.77,Safe
Crawler Crane,12000,61.6,44,45.0,44.3,Glass Panel,221,13.45,7.4,7.8,100,21.7,73,1020.7,796,0.0,0.45,18,23.98,Safe
Rough Terrain Crane,7000,26.8,74,13.6,24.3,Wind Turbine Blade,2625,17.07,2.7,3.2,315,44.1,72,1005.8,6121,4.8,0.44,14,23.11,Safe
Tower Crane,8000,49.5,30,30.9,23.7,Steel Beam,561,3.62,4.3,4.9,29,-1.2,41,1009.7,5130,0.0,0.69,2,18.1,Safe
Crawler Crane,12000,57.5,66,45.4,54.5,Shipping Container,3982,13.18,7.8,10.0,336,-1.2,57,1032.2,3872,1.6,0.16,16,31.24,Safe
Crawler Crane,12000,84.9,39,46.2,52.6,Machinery,3995,5.31,4.1,5.6,125,21.3,59,1004.3,9370,0.0,0.15,17,18.7,Safe
Tower Crane,8000,42.2,51,29.0,33.3,Steel Pipe,621,2.81,2.4,2.6,266,6.5,95,999.5,6601,0.0,0.24,24,10.82,Safe
Mobile Crane,5000,21.1,40,14.4,14.2,Precast Wall,1467,5.15,9.4,12.6,138,8.9,74,1003.5,1884,0.3,0.1,2,31.72,Safe
Crawler Crane,12000,82.7,49,47.3,63.9,Wind Turbine Blade,2409,15.67,5.8,6.5,94,28.0,93,992.4,5499,3.3,0.52,2,26.56,Safe
Crawler Crane,12000,86.9,63,62.1,76.8,Steel Pipe,1186,5.03,6.7,7.8,318,16.7,79,1025.2,1435,0.9,0.12,26,19.79,Safe
Tower Crane,8000,62.1,71,50.5,57.9,Precast Wall,2736,9.01,12.7,15.9,265,8.0,73,1011.0,4403,7.1,0.26,5,40.84,Warning
Tower Crane,8000,51.2,68,42.1,45.8,Glass Panel,989,10.34,4.3,5.0,202,-3.1,60,1006.3,4604,3.1,0.42,26,19.73,Safe
Tower Crane,8000,45.0,61,29.9,40.7,Shipping Container,3317,13.7,6.0,7.2,238,-3.1,70,1011.6,9619,0.3,0.26,7,28.92,Safe
Rough Terrain Crane,7000,27.1,30,12.3,14.0,Machinery,1062,4.64,3.9,4.4,141,8.0,88,995.7,3358,1.3,0.66,5,17.74,Safe
Tower Crane,8000,49.3,66,15.8,45.8,Precast Wall,3375,7.22,4.6,5.7,116,-2.0,58,1033.9,764,4.0,0.21,22,21.23,Safe
Crawler Crane,12000,67.0,27,42.2,29.8,Concrete Block,3076,1.89,13.4,16.5,121,5.2,98,1006.7,7315,1.5,0.27,3,34.86,Safe
Rough Terrain Crane,7000,55.7,34,17.5,31.6,Machinery,2172,7.85,8.6,11.7,191,18.5,62,1018.0,3126,0.0,0.08,12,26.16,Safe
Tower Crane,8000,51.6,34,41.4,27.0,Glass Panel,1027,8.5,4.2,5.5,260,34.2,69,1032.3,6706,0.7,0.29,27,17.83,Safe
Tower Crane,8000,66.3,34,33.8,39.1,Concrete Block,4912,1.15,8.2,11.3,114,23.3,98,1018.4,7349,0.0,0.19,18,29.87,Safe
Tower Crane,8000,73.9,58,54.6,63.1,Precast Wall,2298,6.88,12.5,16.8,150,40.6,67,1000.9,6430,1.1,0.27,8,36.66,Warning
Rough Terrain Crane,7000,36.0,32,24.5,18.9,Wind Turbine Blade,2241,16.2,12.7,15.8,39,40.7,86,1017.2,7855,0.4,0.0,26,35.94,Warning
Rough Terrain Crane,7000,33.0,33,26.7,17.0,Wind Turbine Blade,2880,23.77,3.5,3.8,133,34.8,68,1004.1,1835,0.0,0.1,14,29.53,Safe
Rough Terrain Crane,7000,42.7,34,26.3,24.4,Glass Panel,1121,7.44,6.9,8.3,85,1.0,58,1024.4,8198,2.2,0.62,24,21.65,Safe
Tower Crane,8000,45.1,27,34.2,18.6,Shipping Container,1799,11.06,2.8,3.8,198,40.2,70,995.7,9624,2.5,0.54,8,21.06,Safe
Crawler Crane,12000,46.0,46,28.8,33.6,Steel Beam,802,3.22,4.9,5.8,229,40.5,82,1023.3,7638,0.0,0.45,10,16.66,Safe
Rough Terrain Crane,7000,49.5,71,19.8,47.9,Concrete Block,1623,2.79,4.6,5.8,189,28.7,83,1007.1,7685,0.3,0.34,6,17.57,Safe
Crawler Crane,12000,87.2,31,37.3,44.9,Steel Beam,2810,2.55,5.6,6.9,260,37.2,79,1002.8,6792,2.0,0.39,11,19.2,Safe
Mobile Crane,5000,48.6,27,36.3,23.0,Glass Panel,640,10.15,1.8,2.3,315,10.7,69,1002.8,2442,0.0,0.83,10,18.46,Safe
Crawler Crane,12000,64.3,39,50.6,39.6,Steel Pipe,734,5.7,2.7,3.5,72,-0.2,95,1027.7,3266,1.1,0.38,1,17.77,Safe
Tower Crane,8000,78.4,59,46.7,66.0,Precast Wall,4409,10.76,3.7,4.4,144,42.1,98,1009.2,7788,7.1,0.2,17,25.99,Safe
Mobile Crane,5000,44.9,43,36.1,31.5,Concrete Block,2820,2.78,2.0,2.4,44,38.2,60,1022.9,2408,3.5,0.01,12,23.75,Safe
Tower Crane,8000,69.8,39,48.9,43.2,Machinery,1930,4.72,5.5,7.2,344,33.9,65,1030.2,1128,0.0,0.66,14,23.85,Safe
Tower Crane,8000,77.3,75,45.4,73.4,Steel Beam,532,1.74,1.5,1.9,112,28.7,58,1011.2,8438,0.4,0.17,27,6.99,Safe
Mobile Crane,5000,42.0,43,15.6,29.2,Concrete Block,4894,2.03,3.4,4.4,109,-4.8,33,1012.1,3916,0.0,0.38,23,28.3,Safe
Mobile Crane,5000,21.2,69,9.4,19.3,Glass Panel,853,8.79,12.6,15.6,92,38.9,54,1029.4,8447,1.1,0.3,16,30.15,Safe
Rough Terrain Crane,7000,45.9,59,25.9,37.7,Concrete Block,4944,2.76,3.8,5.0,147,16.0,82,1004.6,7460,7.1,0.21,4,28.49,Safe
Mobile Crane,5000,33.9,45,22.5,23.4,Wind Turbine Blade,2943,16.92,1.9,2.6,250,25.1,55,991.3,4889,1.5,0.21,17,26.46,Safe
Mobile Crane,5000,46.7,75,24.5,45.4,Machinery,1871,6.05,3.2,3.8,226,16.3,58,1031.1,4896,2.3,0.21,16,19.4,Safe
Mobile Crane,5000,30.2,27,14.2,13.3,Shipping Container,3695,11.65,8.3,10.5,314,25.5,41,1017.2,826,0.7,0.17,24,35.75,Warning
Tower Crane,8000,72.1,30,52.6,35.4,Machinery,3940,6.6,7.9,8.5,25,20.9,71,1014.1,3072,3.2,0.19,27,30.04,Safe
Rough Terrain Crane,7000,55.1,39,25.3,33.3,Machinery,2157,4.48,7.3,9.1,127,42.0,29,1028.0,9127,1.7,0.16,4,24.41,Safe
Rough Terrain Crane,7000,52.7,27,20.4,23.1,Glass Panel,846,12.18,8.5,9.7,139,32.5,73,1019.5,2649,0.1,0.2,27,21.84,Safe
Crawler Crane,12000,83.1,29,28.3,41.2,Wind Turbine Blade,1541,15.22,0.7,0.9,309,40.9,37,1023.1,6908,2.9,0.14,7,12.55,Safe
Crawler Crane,12000,79.2,52,46.1,60.5,Steel Pipe,2179,2.81,3.6,4.1,335,23.8,73,1003.1,2024,0.0,0.38,8,17.47,Safe
Rough Terrain Crane,7000,44.6,55,20.4,37.3,Glass Panel,591,6.14,4.4,5.4,201,42.6,94,1022.2,7909,2.4,0.41,8,16.07,Safe
Tower Crane,8000,55.9,39,30.5,35.1,Concrete Block,3632,1.62,2.2,2.4,322,43.8,37,1015.2,3902,0.0,0.18,28,16.01,Safe
Rough Terrain Crane,7000,45.8,30,17.3,23.4,Precast Wall,3143,10.06,5.7,7.1,119,-2.1,88,1001.3,5602,0.0,0.3,24,23.45,Safe
Crawler Crane,12000,81.7,27,39.0,37.4,Wind Turbine Blade,3284,15.08,4.1,5.3,287,34.7,94,1012.5,4362,3.2,0.15,11,22.38,Safe
Rough Terrain Crane,7000,49.8,57,30.1,42.7,Concrete Block,4773,1.21,15.7,20.3,192,1.4,26,997.3,2490,0.0,0.28,6,47.32,Warning
Mobile Crane,5000,33.1,32,10.6,17.2,Shipping Container,4064,16.43,8.3,10.1,280,15.9,26,1003.4,7634,0.0,0.5,10,38.63,Warning
Crawler Crane,12000,66.1,64,52.2,59.7,Shipping Container,2079,12.32,8.7,11.2,314,42.6,72,1013.4,4616,2.2,0.27,16,29.5,Safe
Rough Terrain Crane,7000,32.4,46,26.2,24.2,Shipping Container,2172,14.2,4.7,6.3,5,10.9,47,996.8,1598,0.0,0.42,1,29.45,Safe
Crawler Crane,12000,75.1,37,51.2,45.3,Machinery,1187,2.37,3.2,3.9,80,-1.7,96,1029.8,6151,0.0,0.21,21,12.93,Safe
Tower Crane,8000,77.1,42,35.2,53.2,Wind Turbine Blade,2696,25.94,1.4,1.6,206,41.7,96,1014.3,3819,0.0,0.41,3,24.0,Safe
Mobile Crane,5000,23.1,38,10.5,13.3,Concrete Block,1518,2.59,12.1,15.2,196,11.5,100,1017.2,8256,0.0,0.8,7,32.6,Safe
Mobile Crane,5000,20.1,39,17.0,11.0,Shipping Container,2087,11.32,6.5,8.8,165,-1.1,31,996.2,7703,5.9,0.23,14,31.28,Safe
Rough Terrain Crane,7000,36.4,57,26.1,29.5,Wind Turbine Blade,2272,26.61,4.0,5.2,181,10.6,91,1004.3,1781,3.3,0.11,29,27.21,Safe
Mobile Crane,5000,48.7,65,36.9,45.0,Wind Turbine Blade,2647,21.62,12.0,15.5,128,29.3,96,1030.5,6204,0.4,0.48,6,46.3,Warning
Tower Crane,8000,74.6,54,54.0,59.7,Wind Turbine Blade,1937,24.25,8.6,11.7,97,14.1,47,1032.0,674,0.0,0.84,7,37.5,Warning
Rough Terrain Crane,7000,37.6,37,11.4,21.9,Concrete Block,4731,1.74,3.3,3.8,6,25.3,29,1019.1,8343,0.0,0.31,13,21.56,Safe
Tower Crane,8000,79.8,70,35.0,75.5,Steel Beam,2428,3.99,4.4,5.6,251,3.7,94,1026.3,1125,0.0,0.33,12,19.82,Safe
Tower Crane,8000,64.5,70,24.8,61.6,Shipping Container,1839,13.36,1.9,2.6,28,17.2,32,1004.1,9414,0.0,0.26,9,15.5,Safe
Mobile Crane,5000,39.7,72,12.3,39.1,Machinery,3705,3.02,9.0,12.6,187,20.8,76,1008.7,1507,0.0,0.49,3,36.62,Warning
Mobile Crane,5000,44.8,57,17.1,36.6,Shipping Container,3316,10.36,7.6,9.6,352,20.3,47,1018.6,552,3.0,0.56,10,35.24,Warning
Crawler Crane,12000,68.0,32,33.2,36.3,Concrete Block,3319,2.86,2.8,3.0,46,4.1,36,998.4,829,1.3,0.52,25,15.34,Safe
Mobile Crane,5000,43.7,38,28.4,26.7,Glass Panel,515,12.7,4.0,5.1,97,32.4,41,1004.0,6714,0.0,0.18,23,17.03,Safe
Crawler Crane,12000,48.9,33,29.9,26.3,Glass Panel,479,13.07,2.6,2.9,151,8.0,81,1001.9,8526,3.1,0.57,12,15.78,Safe
Crawler Crane,12000,57.4,66,33.7,53.8,Shipping Container,1650,17.6,1.7,2.1,79,21.9,51,1034.7,7608,0.0,0.13,12,16.26,Safe
Crawler Crane,12000,50.4,69,42.0,47.3,Steel Pipe,671,4.05,3.6,4.0,111,18.4,29,1031.5,8971,4.7,0.45,22,15.24,Safe
Mobile Crane,5000,34.3,54,21.4,27.2,Wind Turbine Blade,2848,23.83,9.6,10.2,359,0.2,70,1029.1,629,0.0,0.0,6,41.57,Warning
Rough Terrain Crane,7000,41.6,46,27.3,28.3,Machinery,2054,2.98,4.4,5.5,11,17.0,83,1016.7,7626,3.6,0.37,24,18.96,Safe
Rough Terrain Crane,7000,41.6,40,18.3,26.2,Machinery,2776,6.07,3.1,3.6,119,33.2,89,994.9,7477,3.4,0.12,25,16.89,Safe
Crawler Crane,12000,87.7,50,54.9,65.8,Shipping Container,2731,17.09,9.0,12.5,268,4.9,97,1023.8,2628,5.4,0.32,22,31.48,Safe
Crawler Crane,12000,79.4,28,66.2,36.5,Shipping Container,2917,13.67,7.3,8.1,0,27.9,50,1029.7,5436,1.3,0.04,10,29.02,Safe
Tower Crane,8000,47.4,38,25.6,30.1,Shipping Container,4304,14.44,7.8,10.3,2,18.9,69,994.5,9508,2.4,0.03,22,31.17,Safe
Rough Terrain Crane,7000,49.5,55,33.0,41.9,Glass Panel,981,13.34,6.6,7.8,162,33.2,42,1008.0,5859,3.0,0.25,29,22.09,Safe
Crawler Crane,12000,81.0,71,63.2,77.0,Concrete Block,2420,1.98,4.2,5.5,300,-3.7,47,1024.6,6547,3.9,0.44,12,20.03,Safe
Crawler Crane,12000,65.1,25,41.4,28.5,Concrete Block,3644,1.46,2.3,2.8,22,5.6,80,994.2,6792,7.0,1.13,21,18.02,Safe
Mobile Crane,5000,32.8,43,15.5,23.1,Precast Wall,1142,6.83,4.8,6.6,91,3.2,91,1027.5,8117,4.2,0.5,26,18.0,Safe
Tower Crane,8000,53.9,71,19.2,52.4,Steel Beam,1158,1.96,5.5,6.9,196,29.3,26,1011.9,7081,1.7,0.35,14,15.73,Safe
Tower Crane,8000,52.1,41,36.9,32.6,Precast Wall,3056,7.61,8.0,9.7,171,37.2,71,995.0,3430,0.0,0.4,14,30.44,Safe
Rough Terrain Crane,7000,55.5,30,21.2,27.1,Steel Pipe,1109,4.06,9.0,11.4,232,16.7,84,1002.7,2491,0.0,0.13,28,20.74,Safe
Rough Terrain Crane,7000,41.1,28,32.4,20.0,Steel Pipe,2043,3.35,4.5,5.2,12,22.1,47,1003.2,7333,4.2,0.48,1,24.25,Safe
